Código,Name,Estado,Completado,Estimación,Sprint,Story,Asignado a
6.2.3.1,Desarrollo del Backend para Actualizar el Requisito de la versión actual de una Etapa,Completado,1,1,Sprint 23 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2023%20eca50be6fc9a48818aeacfaa25a5c12a.html),Actualizar el Requisito de la versión actual de una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20el%20Requisito%20de%20la%20versio%CC%81n%20actual%20de%20u%20542a69114c004d46a8264bb61ec45ab2.html),Juan Diego
6.2.3.2,Desarrollo del Frontend para Actualizar el Requisito de la versión actual de una Etapa,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Actualizar el Requisito de la versión actual de una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20el%20Requisito%20de%20la%20versio%CC%81n%20actual%20de%20u%20542a69114c004d46a8264bb61ec45ab2.html),Esteban
6.2.4.1,Desarrollo del Backend para Generar Versión Final de los Requisitos de la Etapa,Completado,1,1,Sprint 23 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2023%20eca50be6fc9a48818aeacfaa25a5c12a.html),Generar Versión Final de los Requisitos de la Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Generar%20Versio%CC%81n%20Final%20de%20los%20Requisitos%20de%20la%20Eta%200e382aec4a344ce18d9e172792e8c985.html),Juan Esteban
6.2.4.2,Desarrollo del Frontend para Generar Versión Final de los Requisitos de la Etapa,Completado,1,1,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Generar Versión Final de los Requisitos de la Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Generar%20Versio%CC%81n%20Final%20de%20los%20Requisitos%20de%20la%20Eta%200e382aec4a344ce18d9e172792e8c985.html),Esteban
6.2.5.1,Desarrollo del Backend para Visualizar todas las versiones de una Etapa,Completado,1,1,Sprint 24 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2024%2029ac4eed6d0c457ea98369ef3ed34b9c.html),Visualizar todas las versiones de una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20todas%20las%20versiones%20de%20una%20Etapa%206c267fa5470e44c9a8935249beb9fe10.html),Juan Esteban
6.2.5.2,Desarrollo del Frontend para Visualizar todas las versiones de una Etapa,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Visualizar todas las versiones de una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20todas%20las%20versiones%20de%20una%20Etapa%206c267fa5470e44c9a8935249beb9fe10.html),Esteban
6.2.6.1,Desarrollo del Frontend para Visualizar y Descargar la version final de la fase de cierre,Completado,1,1,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Visualizar y Descargar la version final de los requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20y%20Descargar%20la%20version%20final%20de%20los%20req%20c4801ad1376948d7b50b79cad901fbde.html),Esteban
7.1.1.1,Realizar pruebas unitarias del Backend Principal,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Esteban"
7.1.1.2,Realizar pruebas unitarias del Backend de Ingeniería de Requisitos,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Esteban"
7.1.1.3,Realizar pruebas de integración del Backend Principal,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Esteban"
7.1.1.4,Realizar pruebas de Integración del Backend de Ingeniería de Requisitos,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Esteban"
7.1.1.5,Solucionar Code Smells del Backend Principal,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Esteban"
7.1.1.6,Solucionar Code Smells del Backend de Ingeniería de Requisitos,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Esteban"
7.1.1.7,Hacer Ajustes visuales propuestos por el profesor Alejandro,Completado,1,2,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Estabilización del Sistema Completo (Stories%20e773d4b5fdd7463b838c5e096acfad05/Estabilizacio%CC%81n%20del%20Sistema%20Completo%2025c22c89bdf44dc3bf8b44fe045ab83b.html),"Esteban, Juan Diego, Juan Esteban"
